OTU	Domain	Phylum	Class	Order	Family	Genus	Species
Zotu1929	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	?	?	?
Zotu326	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ideonella	uncultured prokaryote
Zotu1614	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu347	Bacteria	Firmicutes	Clostridia	Oscillospirales	?	?	?
Zotu1905	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu1337	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
Zotu344	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	?
Zotu852	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	uncultured Capnocytophaga sp.
Zotu1620	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu1119	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	uncultured beta proteobacterium
Zotu606	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter arilaitensis
Zotu2	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
Zotu355	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	?
Zotu385	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	?	?
Zotu817	Bacteria	Planctomycetota	OM190	?	?	?	?
Zotu2922	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu1241	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu1374	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	?
Zotu2640	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu1201	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu337	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
Zotu358	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	?
Zotu2393	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	?
Zotu1296	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?
Zotu2777	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu2176	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	?
Zotu325	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	?
Zotu1392	Bacteria	FCPU426	metagenome	?	?	?	?
Zotu2152	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
Zotu300	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	?
Zotu316	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium glyciniphilum AJ 3170
Zotu1333	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu223	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	?
Zotu979	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	?	?	?
Zotu1019	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	?
Zotu453	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinotignum	?
Zotu276	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu2185	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu749	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	?
Zotu2203	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu1729	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	?	?	?
Zotu248	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	?	?	?
Zotu2278	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu637	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?
Zotu2812	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	?	?
Zotu668	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	?
Zotu191	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
Zotu657	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Turicibacter sp. LA61
Zotu315	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	?
Zotu458	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	?
Zotu1170	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu1167	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu305	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	?
Zotu303	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
Zotu40	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	?	?
Zotu1159	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured Bacteroidales bacterium	?
Zotu2283	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?
Zotu1550	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	?	?
Zotu345	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?
Zotu2213	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	?
Zotu280	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?
Zotu23	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
Zotu346	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	?
Zotu2054	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu169	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	?
Zotu49	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerococcus	?	?
Zotu2081	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
Zotu1382	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
Zotu1404	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu1778	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?
Zotu366	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu2875	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	?	?	?
Zotu278	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	?
Zotu1459	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu271	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	Clostridium sp. K39
Zotu250	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	?
Zotu2194	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu240	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	?
Zotu148	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
Zotu1481	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu244	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	?
Zotu104	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu1735	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	?	?	?
Zotu544	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	?	?
Zotu2953	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu2193	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu1103	Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?
Zotu1408	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu730	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu1674	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	?
Zotu493	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	?
Zotu2682	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu1657	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu2650	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
Zotu107	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	?
Zotu763	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	Romboutsia ilealis
Zotu340	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	?
Zotu820	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	?
Zotu1936	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	?
Zotu89	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	?
Zotu1035	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu537	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu2119	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004	?
Zotu96	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
Zotu2423	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Cavicella	uncultured gamma proteobacterium
Zotu1366	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	?
Zotu2651	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum
Zotu67	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	?
Zotu301	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	?
Zotu994	Bacteria	WPS-2	metagenome	?	?	?	?
Zotu114	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	Romboutsia ilealis
Zotu412	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu2159	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Stomatobaculum	Eubacterium sp. oral clone DO016
Zotu387	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?
Zotu2487	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	?
Zotu1878	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	?
Zotu78	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	?
Zotu976	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	?
Zotu907	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu1193	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	Clostridium sp. K39
Zotu2113	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	?
Zotu179	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] torques group	uncultured organism
Zotu944	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu152	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fermentum
Zotu2572	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	?	?	?
Zotu2408	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
Zotu378	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
Zotu585	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	?
Zotu2175	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu2274	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	?
Zotu336	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	?	?
Zotu53	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	?
Zotu93	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured Bacteroidales bacterium	?
Zotu99	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	?	?
Zotu59	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu2024	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	?
Zotu707	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	uncultured Clostridiales bacterium
Zotu2927	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	?	?
Zotu63	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	?
Zotu807	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu713	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	metagenome
Zotu2500	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	?
Zotu39	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	?
Zotu1587	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu1877	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	?
Zotu818	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	?	?
Zotu230	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	?
Zotu2025	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	?
Zotu102	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
Zotu2039	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu465	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu787	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	?
Zotu684	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	?
Zotu21	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	?
Zotu58	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	?
Zotu466	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	?
Zotu1612	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	?
Zotu318	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	?
Zotu90	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
Zotu224	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	?	?
Zotu980	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu65	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-008	?
Zotu512	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	?
Zotu237	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	?
Zotu82	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
Zotu341	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?
Zotu1182	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?
Zotu882	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	?
Zotu440	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	?
Zotu1179	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Schaalia odontolytica
Zotu166	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae FCS020 group	?
Zotu2817	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides aquaticus
Zotu2184	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
Zotu1993	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Haematobacter	?
Zotu254	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Paludicola	?
Zotu238	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	?
Zotu83	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
Zotu260	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caecimuris
Zotu295	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	?	?
Zotu27	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?
Zotu2465	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu2033	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu1391	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu203	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu1964	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu328	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	?
Zotu2959	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uncultured organism
Zotu76	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
Zotu185	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium] siraeum group	[Eubacterium] siraeum DSM 15702
Zotu297	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	?
Zotu1608	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	?
Zotu225	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	?
Zotu279	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces oris
Zotu1704	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu2851	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	?
Zotu80	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Finegoldia	?	?
Zotu2101	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Arsenicicoccus	?
Zotu242	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium durum
Zotu417	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	?
Zotu342	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
Zotu655	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	?
Zotu680	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	?
Zotu16	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	?
Zotu70	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	?	?
Zotu1825	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	?
Zotu354	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	?
Zotu329	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu947	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	uncultured Bacteroidetes bacterium
Zotu1756	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu317	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	gut metagenome	?	?
Zotu2917	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	?
Zotu243	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Clostridiales bacterium CIEAF 021
Zotu171	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
Zotu2448	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu1321	Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?
Zotu450	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium	?
Zotu284	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
Zotu1653	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?
Zotu1129	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu133	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	?
Zotu1281	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	?
Zotu925	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu69	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	?
Zotu91	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
Zotu1463	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	?
Zotu60	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
Zotu134	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	?
Zotu55	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	?
Zotu1102	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella	?
Zotu481	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	uncultured Bacteroidales bacterium
Zotu854	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Jeotgalicoccus	Jeotgalicoccus sp. ChroAq 89
Zotu142	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium kroppenstedtii
Zotu2692	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu796	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
Zotu18	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	?	?
Zotu599	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	?
Zotu320	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu304	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu705	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu1582	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	uncultured Pseudomonas sp.
Zotu17	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Hydrotalea	?
Zotu663	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu369	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Turicibacter sp. LA61
Zotu10	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
Zotu1283	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	uncultured Bacteroidetes bacterium
Zotu130	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu86	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	gut metagenome
Zotu186	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	?
Zotu1577	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu643	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu1699	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Candidatus Obscuribacter	metagenome
Zotu723	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
